0,1,2,3,4,5,6,7,8,9,10,11,table_id,table_page
397,-,"14-10-
2024",Warszawa,"14-10-
2024","15-10-
2024","Grandson 
Productions sp. z 
o.o. 
  
 
Platforma 
Obywatelska RP","Maciej 
Łuczyński 
Robert Kempa","realizcja 
filmu","4920,00",negocjacje,-,84,84
398,-,"24-10-
2024","Bełcható
w","25-10-
2024","25-10-
2024","Miejskie 
Centrum Kultury 
w Bełchatowie 
  
 
Platforma 
Obywatelska RP","Michał 
Stempczyński 
Robert Kempa",wynajem sali,"369,00",negocjacje,-,84,84
399,"UN/130/20
24","25-10-
2024",Warszawa,"01-11-
2024","czas 
nieokreślo
ny","Inforoffice sp. z 
o.o. sp. k. 
  
 
Platforma 
Obywatelska RP","Stanisław 
Szczypek 
 
 
Robert Kempa","wynajem 16 
urządzeń 
wielofunkcyjn
ych","147,60 
miesięcznie 
za 1 
urządzenie 
plus opłaty 
za wydruki",negocjacje,-,85,85
400,"Aneks do 
umowy z 
dnia 
25.07.2024","31-10-
2024",Warszawa,"25-07-
2024","31-12-
2024","Yes We Can sp. 
z o.o. 
 
 
 
Platforma 
Obywatelska RP","Tomasz 
Kiersnowski 
 
Robert Kempa","zmiana 
okresu 
trwania 
umowy",-,negocjacje,-,85,85
401,-,"31-10-
2024","Działdow
o","01-11-
2024","czas 
nieokreślo
ny","Warmińsko-
Mazurski 
Fundusz 
„Poręczenia 
Kredytowe” sp. 
z o.o. 
  
Platforma 
Obywatelska RP","Mirosław 
Nisgorski 
 
Robert Kempa",najem biura,"300,00 
miesięcznie",negocjacje,-,85,85
402,-,"05-11-
2024",Warszawa,"05-11-
2024","12-11-
2024","Opinia24 
Sp.zo.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","72570,00",negocjacje,-,85,85
403,-,"05-11-
2024","Bydgoszc
z","05-11-
2024","07-11-
2024","Wise People sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Robert Szarata 
 
Robert Kempa","p
 
rzeprowadze
nie 2 
warsztatów","7380,00",negocjacje,-,85,85
404,"Aneks do 
umowy z 
dnia 
25.10.2024 
r","08-11-
2024",Warszawa,"01-11-
2024","czas 
nieokreślo
ny","Inforoffice sp. z 
o.o. sp. k. 
 
 
Platforma 
Obywatelska RP","Stanisław 
Szczypek 
 
Robert Kempa","możliwość 
rezygnacji z 
najmu 1 lub 
kilku 
urządzeń bez 
wypowiadani
a całej 
umowy",-,negocjacje,-,86,86
405,-,"13-11-
2024",Warszawa,"13-11-
2024","30-11-
2024","Opinia24 
sp.zo.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
 
Robert Kempa","badanie 
abonamentow
e","2583,00",negocjacje,-,86,86
406,472/2024,"14-11-
2024",Kielce,"15-11-
2024","15-11-
2024","Kieleckie 
Centrum Kultury 
  
Platforma 
Obywatelska RP","Artur Wijata 
Robert Kempa",wynajem sali,"738,00",negocjacje,-,86,86
407,-,"18-11-
2024",Pabianice,"17-07-
2024","czas 
nieokreślo
ny","Miasto Pabianice 
Platforma 
Obywatelska RP","Szymon 
Kozera 
Robert Kempa",najem biura,"370,00 
miesięcznie",negocjacje,-,86,86
408,-,"19-11-
2024",Warszawa,"19-11-
2024","24-11-
2024","Dcs.pl sp. z o.o. 
 
 
Platforma 
Obywatelska RP","Jacek Diehl 
Robert Kempa","udostępnienie 
i bieżące 
utrzymanie 
systemu 
teleinformaty
cznego","opłata za 
realizacje: 
6150,00+ 
koszt sms-
ów",negocjacje,-,86,86
409,-,"20-11-
2024",Końskie,"21-11-
2024","21-11-
2024","Krajowe 
Stowarzyszenie 
Wspierania 
Przedsiębiorczoś
ci   
Platforma 
Obywatelska RP","Marek Mika 
 
Robert Kempa",wynajem sali,"172,20",negocjacje,-,86,86
410,"Aneks do 
umowy z 
dnia 
19.11.2024","21-11-
2024",Warszawa,"19-11-
2024","24-11-
2024","Dcs.pl sp. z o.o. 
  
 
Platforma 
Obywatelska RP","Jacek Diehl 
Robert Kempa","wcześniejsze 
doręczenie 
wyników","615,00",negocjacje,-,87,87
411,"Aneks do 
umowy z 
dnia 
20.11.2024","21-11-
2024",Końskie,"21-11-
2024","21-11-
2024","Krajowe 
Stowarzyszenie 
Wspierania 
Przedsiębiorczoś
ci  
  
Platforma 
Obywatelska RP","Marek Mika 
Robert Kempa","wynajem 
dodatkowej 
sali oraz 
przedłużenie 
godzin najmu","787,20",negocjacje,-,87,87
412,-,"22-11-
2024",Warszawa,"22-11-
2024","29-11-
2024","Georgios 
Stylinou 
  
 
Platforma 
Obywatelska RP","Georgios 
Stylinou 
  
 
Robert Kempa","projekt 
scenografii 
oraz 
przeniesienie 
praw 
autorskich","34440,00",negocjacje,-,87,87
413,-,"27-11-
2024",Warszawa,"27-11-
2024","03-12-
2024","AppWorks 
Softare House 
sp.zo.o. 
 
Platforma 
Obywatelska RP","Tomasz 
Stankiewicz 
Robert Kempa","wykonanie 
ankiety","7995,00","n
egocjacje",-,87,87
414,-,"29-11-
2024",Gliwice,"29 -11-
2024","08-12-
2024","Arena Operator 
sp. z o.o.  
  
 
Platforma 
Obywatelska RP","R
 Marcin 
Gawron, 
Konrad Kozioł 
 
obert Kempa","współpraca 
przy 
organizacji i 
przeprowadze
niu 
wydarzenia","263841,15",negocjacje,-,87,87
415,"Aneks do 
umowy","29-11-
2024",Warszawa,"01-01-
2024;  
01-12-
2024 
(aneks)","czas 
nieokreślo
ny","Memetica sp. 
z o.o. 
 
 
Platforma 
Obywatelska RP","Szymon 
Wawrzkiewicz 
Andrzej 
Prokesz 
Robert Kempa","prowadzenie 
portali 
społecznościo
wych, 
produkcja 
materiałów 
video oraz 
wysyłka 
newslettera","zmiana 
wartości 
umowy-
aneks:  
18450,00 
miesięcznie",negocjacje,-,88,88
416,-,"01-12-
2024",Warszawa,"01-12-
2024","07-12-
2024","AppWorks 
Softare House 
sp.zo.o. 
 
Platforma 
Obywatelska RP","Tomasz 
Stankiewicz 
Robert Kempa","wykonanie 
serwisu 
internetowego","15375,00",negocjacje,-,88,88
417,-,"01-12-
2024",Warszawa,"01-12-
2024","14-01-
2025","DataWise Polska 
sp. z o.o. 
Platforma 
Obywatelska RP","Marek 
Turlejski 
Robert Kempa","opracowanie 
kokpitu 
analitycznego","22000,00",negocjacje,-,88,88
418,-,"02-12-
2024",Szczecin,"07-12-
2024","07-12-
2024","FORT 
Szczepański 
sp.k. 
Platforma 
Obywatelska RP","Sylwia Berk 
Robert Kempa","zabezpieczeni
e ładu i 
porządku w 
czasie trwania 
konwencji","34955,99",negocjacje,-,88,88
419,"Aneks do 
umowy na 
usługi 
informatyc
zne z dnia 
30.12.2022 
r.","03-12-
2024",Warszawa,"01-01-
2025","31-03-
2025","Softstar 
Krzysztof 
Kościński 
Platforma 
Obywatelska RP","R
Krzysztof 
Kościński 
obert Kempa","usługi 
informatyczne","7380,00 
miesięcznie",negocjacje,-,88,88
420,"Zamównie
nie nr 
01/12/202
4","03-12-
2024",Radom,"07-12-
2024","07-12-
2024","Miejskie 
Przedsiębiorstwo 
Komunikacji w 
Radomiu sp. z 
o.o. 
   
Platforma 
Obywatelska RP","Karol 
Skrzypczak 
Robert Kempa",przewóz osób,"kwota 
szacowana: 
6058,80",negocjacje,"kwota z 
faktury: 
5906,52",89,89
421,"Zamównie
nie nr 
02/12/202
4","04-12-
2024",Radom,"07-12-
2024","07-12-
2024","Miejskie 
Przedsiębiorstwo 
Komunikacji w 
Radomiu sp. z 
o.o. 
   
Platforma 
Obywatelska RP","R
   
Karol 
Skrzypczak 
  
obert Kempa",przewóz osób,"kwota 
szacowana: 
6058,80",negocjacje,"kwota z 
faktury: 
6139,80",89,89
422,-,"04-12-
2024",Warszawa,"04-12-
2024","31-12-
2024","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
 
Robert Kempa","badanie 
abonamentow
e","2583,00",negocjacje,-,89,89
423,"110209147
6","05-12-
2024",Warszawa,"07-12-
2024","07-12-
2024","Powszechny 
Zakład 
Ubezpieczeń 
Spółka Akcyjna 
 
Platforma 
Obywatelska RP","Anna Foks 
 
Robert Kempa","ubezpieczenie 
OC 
organizatora","2162,29",negocjacje,-,89,89
424,-,"06-12-
2024",Warszawa,"06-12-
2024","14-01-
2025","AppWorks 
Softare House 
sp.zo.o. 
 
Platforma 
Obywatelska RP","Tomasz 
Stankiewicz 
Robert Kempa","wykonanie 
ankiety","4305,00",negocjacje,-,89,89
425,-,"16-12-
2024",Warszawa,"16-12-
2024","18-12-
2024","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Przemysław 
Wójtowicz 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","33948,00",negocjacje,-,90,90
426,"76/24/692
4","18-12-
2024",Katowice,"07-12-
2024","07-12-
2024","Stowarzyszenie 
Autorów ZAIKS 
 
Platforma 
Obywatelska RP","Dorota Obora 
 
 
Robert Kempa","licencja 
jednorazowa","4114,52",negocjacje,-,90,90
427,"0022/12/P
K/2024","19-12-
2024",Łódź,"22-12-
2024","22-12-
2024","Expo-Łódź 
Sp.zo.o. 
 
 
Platforma 
Obywatelska RP","Anna 
Adamska- 
Makowska 
Barbara Klatka 
 
Robert Kempa",wynajem sali,"2029,50",negocjacje,-,90,90
428,-,"27-12-
2024",Warszawa,"27-12-
2024","13-01-
2025","POWERPLANT  
Aleksandra 
Jaworska-Surma 
 
 
Platforma 
Obywatelska RP","Aleksandra 
Jaworska-
Surma 
Robert Kempa","ekspertyza 
społeczno-
polityczna","104550,00",negocjacje,-,90,90
429,-,"27-12-
2024",Warszawa,"27-12-
2024","14-01-
2025","Octopus Warsaw 
sp. z o.o. 
 
 
Platforma 
Obywatelska RP","Robert 
Winiarski  
Robert Kempa","usługi 
reklamowe","zaakceptowa
ne 
kosztorysy, 
przepracowa
ne godziny",negocjacje,-,90,90
430,-,"31-12-
2024",Warszawa,"01-01-
2025","15-01-
2025","Grandson 
Productions sp.  
z o.o. 
 
Platforma 
Obywatelska RP","Maciej 
Łuczyński 
Robert Kempa","realizacja 
utworów 
audiowizualn-
ych(filmów), 
usługi 
operatorsko-
montażowe","do kwoty 
12300,00, 
jedynie za 
filmy i 
usługi 
zamówione i 
zrealizowan
e",negocjacje,"Umowa 
ramowa",91,91
431,"Aneks do 
umowy z 
dnia 
25.07.2024","31-12-
2024",Warszawa,"25-07-
2024","15-01-
2025","Yes We Can sp. 
z o.o. 
 
 
 
Platforma 
Obywatelska RP","Tomasz 
Kiersnowski 
Robert Kempa","zmiana 
okresu 
trwania 
umowy",-,negocjacje,-,91,91
432,-,"01-01-
2025","Bolesławi
ec","01-01-
2025","czas 
nieokreślo
ny","B&B 
Nieruchomości 
 
 
Platforma 
Obywatelska RP","Krystyna 
Bałacka 
Adam Bałacki 
Robert Kempa",najem lokalu,"738,00 
miesięcznie",negocjacje,-,91,91
433,-,"02-01-
2025",Elbąg,"01-01-
2025","31-12-
2025","Gmina Miasto 
Elbląg Zarząd 
Budynków 
Komunalnych  
 
Platforma 
Obywatelska RP","Wojciech 
Sikut 
Robert Kempa",najem lokalu,"805,92 
miesięcznie",negocjacje,-,91,91
434,-,"02-01-
2025",Elbląg,"01-01-
2024","31-12-
2025","Gmina Miasto 
Elbląg Zarząd 
Budynków 
Komunalnych  
 
Platforma 
Obywatelska RP","Wojciech 
Sikut 
Robert Kempa","najem 
pomieszczeni
a","44,53 
miesięcznie",negocjacje,-,91,91
435,-,"02-01-
2025",Warszawa,"02-01-
2025","13-01-
2025","EDGE NPD Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Kamil 
Mateusz Belka 
 
Robert Kempa","analiza 
segmentacyjn
a","178350,00",negocjacje,-,92,92
436,"2025/DS/0
1","03-01-
2025",Wrocław,"12-01-
2025","12-01-
2025","Stadion 
Wrocław sp. z 
o.o. 
  
Platforma 
Obywatelska RP","Ewa Jaszek 
 
 
Robert Kempa",wynajem sali,"6765,00",negocjacje,-,92,92
437,"UCK/008/
2025","07-01-
2025",Warszawa,"07-01-
2025","07-01-
2025","Ursynowskie 
Centrum Kultury 
„Alternatywy” 
 
Platforma 
Obywatelska RP","Krzysztof 
Czubaszek 
Robert Kempa",wynajem sali,"492,00",negocjacje,-,92,92
438,-,"08-01-
2025",Warszawa,"08-01-
2025","12-01-
2025","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","127920,00",negocjacje,-,92,92
439,-,"14-01-
2025",Łódź,"01-01-
2025","czas 
nieokreślo
ny","Tutore Poland 
Sp.z o.o. 
 
 
 
Platforma 
Obywatelska RP","Zuzanna 
Górska 
 
Robert Kempa","usługi 
edukacyjne","stawka 
godzinowa",negocjacje,"zamówienie 
nr 1 na 
okres:1.01.-
31.12.2025",92,92
440,"Aneks do 
umowy z 
dnia 
01.02.2024","14-01-
2025",Warszawa,"14-01-
2025","02-06-
2025","KKW Koalicja 
Obywatelska   
Platforma 
Obywatelska RP","Łukasz 
Pawełek 
 
 
 
Robert Kempa","korzystanie z 
zaplecza 
biurowego","nota 
obciążeniow
a",negocjacje,-,93,93
441,"Aneks do 
umowy z 
dnia 
25.07.2024","15-01-
2025",Warszawa,"25-07-
2024","30-06-
2025","Yes We Can sp. 
z o.o. 
 
 
 
Platforma 
Obywatelska RP","Tomasz 
Kiersnowski 
Robert Kempa","zmiana 
okresu 
trwania 
umowy",-,negocjacje,-,93,93
442,8/I/2025,"16-01-
2025",Olsztyn,"16-01-
2025","31-12-
2025","Szkoła 
Policealna im. 
prof. Zbigniewa 
Religi 
 
Platforma 
Obywatelska RP","Barbara 
Drygas 
 
Robert Kempa",najem sali,"86,10 brutto 
za godzinę 
wynajmu",negocjacje,-,93,93
443,-,"22-01-
2025",Wrocław,"01-02-
2025","31-12-
2027","Voit Center sp.  
z o.o. 
  
Platforma 
Obywatelska RP","Krzysztof 
Czerwonka 
 
Robert Kempa",najem lokalu,"czynsz: 
5728,06 
miesięcznie,:
-01.02.2025-
30.06.2025.:
3124,39; -
01.07.2025- 
31.12.2025: 
4426,23; -od 
01.01.2026: 
5728,06 plus 
opłaty:media
, sprzątanie",negocjacje,-,93,93
444,-,"23-01-
2025",Warszawa,"23-01-
2025","31-01-
2025","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
 
Robert Kempa","badanie 
abonamentow
e","3013,50",negocjacje,-,94,94
445,-,"23-01-
2025",Warszawa,"23-01-
2025","zgodnie z 
art.  100 
kodeksu 
wyborczeg
o","Nowoczesna 
Incjatywa Polska 
Zieloni 
Platforma 
Obywatelska RP","Adam Szłapka 
Sławomir 
Potapowicz; 
Barbara 
Nowacka 
Katarzyna 
Osowiecka; 
Urszula 
Zielińska 
 
Donald Tusk 
Jan Grabiec","zawiązanie 
koalicji 
wyborczej 
„Koalicja 
Obywatelska” 
w wyborach 
uzupełniający
ch do Senatu 
RP",-,negocjacje,-,94,94
446,-,"24-01-
2025",Warszawa,"24-01-
2025","do dnia 
złożenia 
sprawozda
nia 
finansowe
go","KKW Koalicja 
Obywatelska   
Platforma 
Obywatelska RP","Łukasz 
Pawełek 
 
Robert Kempa","korzystanie z 
zaplecza 
biurowego","nota 
obciążeniow
a",negocjacje,-,94,94
447,"30/ZW/M
M/ 
2025","27-01-
2025","Bydgoszc
z","30-01-
2025","30-01-
2025","Miasto 
Bydgoszcz,  
Bydgoskie 
Centrum Sportu 
 
Platforma 
Obywatelska RP","R
Marcin 
Ossowski 
 
obert Kempa",wynajem sali,"922,50",negocjacje,-,94,94
448,-,"31-01-
2025",Warszawa,"01-02-
2025","30-06-
2025","Grandson 
Productions sp.  
z o.o. 
Platforma 
Obywatelska RP","Maciej 
Łuczyński 
Robert Kempa","realizacja 
utworów 
audiowizualn-
ych(filmów), 
usługi 
operatorsko-
montażowe","do kwoty 
28290,00 
miesięcznie, 
jedynie za 
filmy i 
usługi 
zamówione i 
zrealizowan
e",negocjacje,"Umowa 
ramowa",95,95
449,"Aneks do 
umowy","31-01-
2025",Warszawa,"01-05-
2023,  
01-02-
2025 
(aneks)","czas 
nieokreślo
ny","Interleo sp. z o.o. 
 
Platforma 
Obywatelska RP","Krystian 
Świtaj 
Robert Kempa","projekty 
graficzne","zmiana 
wartości 
umowy-
aneks: 
4920,00 
miesięcznie",negocjacje,-,95,95
450,-,"01-02-
2025",Jędrzejów,"01-02-
2025","czas 
nieokreślo
ny","Spółdzielnia 
Mieszkaniowa 
„Przyszłość” 
 
Platforma 
Obywatelska RP","Piotr 
Byszewski, 
Janusz 
Woźniak 
 
Robert Kempa",najem biura,"393,47 
miesięcznie
+opłaty za 
media",negocjacje,-,95,95
451,"GU.4510.1
.286.2024/
N/ZMK","03-02-
2025",Białystok,"03-02-
2025","02-02-
2028","Miasto 
Białystok, 
Zarzad Mienia 
Komunalnego 
 
Platforma 
Obywatelska RP","Małgorzata 
Grażyna 
Woronko 
Robert Kempa","najem 
garaży(3 
miejsca) wraz 
z 
pomieszczeni
ami 
gospodarczy
mi","1358,19 
miesięcznie",negocjacje,-,95,95
452,"GU.4520.3
.108.2024/
D/ZMK","03-02-
2025",Białystok,"03-02-
2025","02-02-
2028","Miasto 
Białystok, 
Zarzad Mienia 
Komunalnego 
 
Platforma 
Obywatelska RP","Małgorzata 
Grażyna 
Woronko 
 
 
Robert Kempa","dzierżawa 
nieruchomośc
i z 
przeznaczenie
m pod 
komunikację","419,48 
miesięcznie",negocjacje,-,95,95
453,"491020102
600001696
01958719","11-02-
2025",Warszawa,"11-02-
2025","31-01-
2028","Powszechna 
Kasa 
Oszczędnościow
a Bank Polski sp. 
a. 
 
Platforma 
Obywatelska RP","Mariusz 
Tomasik, 
Michał 
Olszewski 
 
Donald Tusk, 
Jan Grabiec","umowa 
kredytu 
obrotowego 
nieodnawialn
ego","12000000,00",negocjacje,-,96,96
454,"UCK/071/
2025","11-02-
2025",Warszawa,"26-02-
2025","26-02-
2025","Ursynowskie 
Centrum Kultury 
„Alternatywy” 
 
Platforma 
Obywatelska RP","Krzysztof 
Czubaszek 
Robert Kempa",wynajem sali,"246,00",negocjacje,-,96,96
455,"KK.221.5.
25","11-02-
2025",Sulechów,"13-02-
2025","13-02-
2025","Sulechowski 
Dom Kultury im. 
Fryderyka 
Chopina 
 
Platforma 
Obywatelska RP","Agnieszka 
Łukaszenko-
Woźnica 
Miłosz 
Brodzikowski",wynajem sali,"120,00",negocjacje,-,96,96
456,-,"18-02-
2025",Warszawa,"18-02-
2025","28-02-
2025","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","badanie 
abonamentow
e","3013,50",negocjacje,-,96,96
457,-,"20-02-
2025","Nowy 
Dwór 
Mazowiec
ki","01-03-
2025","czas 
nieokreślo
ny","Stowarzyszenie 
„Razem dla 
Powiatu 
Nowodworskieg
o” 
 
Platforma 
Obywatelska RP","Monika 
Bratkowska, 
Katarzyna 
Kobuszewska 
 
 
Robert Kempa",najem biura,"159,90 
miesięcznie",negocjacje,-,96,96
458,481/2025,"26-02-
2025",Łódź,"24-10-
2024","czas 
nieokreślo
ny","PGE Obrót S.A. 
 
Platforma 
Obywatelska RP","Aleksandra 
Sikora 
 
Waldemar 
Nita","sprzedaż 
energii 
elektrycznej, 
świadczenie 
usług 
dystrybucji",-,negocjacje,-,97,97
459,-,"27-02-
2025","Świnoujśc
ie","27-02-
2025","czas 
nieokreślo
ny","Towarzystwo 
Bydowlane 
„ARKADA” sp. 
z o.o. 
 
Platforma 
Obywatelska RP","Bernard 
Adamczyk 
 
Robert Kempa",najem biura,"156,47 
miesięcznie",negocjacje,-,97,97
460,"4548/03/2
025","03-03-
2025",Warszawa,"03-03-
2025","10-03-
2025","Stena Recycling 
sp. z o.o. 
Platforma 
Obywatelska RP","Ewelina 
Waniewska, 
Dorota 
Wróblewska 
 
Karol 
Zbrzeźniak","niszczenie 
nośników 
danych","kwota po 
realizacji 
usługi-
faktura",negocjacje,-,97,97
461,-,"04-03-
2025",Warszawa,"04-03-
2025","05-03-
2025","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","7257,00",negocjacje,-,97,97
462,"031/AZ/20
25","04-03-
2025",Łódź,"08-03-
2025","08-03-
2025","Expo-Łódź sp. z 
o.o. 
 
Platforma 
Obywatelska RP","Anna 
Adamska- 
Makowska, 
Barbara Klatka 
   
Karolina 
Kępka",wynajem sali,"1845,00",negocjacje,-,97,97
463,"TEL00014
2982876/N
EOI","06-03-
2025",Warszawa,"24-03-
2025","czas 
nieokreślo
ny","Orange Polska 
Spółka Akcyjna 
  
 
Platforma 
Obywatelska RP","Magdalena 
Wójcik 
 
Robert Kempa",internet,"100,00-
aktywacja;  
90,00- 
miesięcznie 
abonament",negocjacje,-,98,98
464,-,"06-03-
2025",Warszawa,"06-03-
2025","31-03-
2025","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","badanie 
abonamentow
e","3013,50",negocjacje,-,98,98
465,-,"11-03-
2025",Białystok,"01-04-
2025","czas 
nieokreślo
ny","PRIME Tomasz 
Prymaka 
  
  
 
Platforma 
Obywatelska RP","Tomasz 
Prymaka 
 
Robert Kempa","sprzątanie 
pomieszczeń 
biurowych","1000,00 
miesięcznie",negocjacje,-,98,98
466,"1/03/W/20
25","24-03-
2025",Warszawa,"01-04-
2025","01-04-
2025","Dom Kultury 
REMBERTÓW 
  
 
Platforma 
Obywatelska RP","Robert 
Jasiński 
 
Robert Kempa","w
ynajem sali","260,00",negocjacje,-,98,98
467,"Aneks do 
umowy na 
usługi 
informatyc
zne z dnia 
30.12.2022 
r.","31-03-
2025",Warszawa,"01-04-
2025","31-12-
2025","Softstar 
Krzysztof 
Kościński 
Platforma 
Obywatelska RP","R
Krzysztof 
Kościński 
obert Kempa","usługi 
informatyczne","7995,00 
miesięcznie",negocjacje,-,98,98
468,-,"01-04-
2025",Kostrzyn,"01-04-
2025","czas 
nieokreślo
ny","Izabela 
Czerniejewska 
Platforma 
Obywatelska RP","Izabela 
Czerniejewska 
Robert Kempa",najem lokalu,"200,00 
miesięcznie  
za 
korzystanie 
z lokalu 2 
godziny 
tygodniowo",negocjacje,-,99,99
469,-,"07-04-
2025",Warszawa,"07-04-
2025","18-04-
2025","Powerplant 
Aleksandra 
Jaworska-Surma 
Platforma 
Obywatelska RP","Aleksandra 
Jaworska-
Surma 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","38745,00",negocjacje,-,99,99
470,-,"07-04-
2025",Warszawa,"07-04-
2025","30-04-
2025","Powerplant 
Aleksandra 
Jaworska-Surma 
Platforma 
Obywatelska RP","Aleksandra 
Jaworska-
Surma 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","38745,00",negocjacje,-,99,99
471,49/2025,"11-04-
2025",Warszawa,"16-04-
2025","16-04-
2025","Dom Kultury 
„Włochy” 
  
 
Platforma 
Obywatelska RP","Lidia Kopania 
Robert Kempa",wynajem sali,"150,00",negocjacje,-,99,99
472,-,"14-04-
2025",Warszawa,"14-04-
2025","30-04-
2025","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","badanie 
abonamentow
e","3013,50",negocjacje,-,99,99
473,"UCK/164/
2025","15-04-
2025",Warszawa,"15-04-
2025","15-04-
2025","Ursynowskie 
Centrum Kultury 
„Alternatywy” 
 
Platforma 
Obywatelska RP","Krzysztof 
Czubaszek 
Robert Kempa",wynajem sali,"246,00",negocjacje,-,100,100
474,-,"17-04-
2025",Warszawa,"17-04-
2025","15-05-
2025","Powerplant 
Aleksandra 
Jaworska-Surma 
Platforma 
Obywatelska RP","Aleksandra 
Jaworska-
Surma 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","44280,00",negocjacje,-,100,100
475,"Aneks do 
umowy","23-04-
2025",Warszawa,"01-01-
2024;  
01-12-
2024 
(aneks);  
23-04-
2025 
(aneks)","czas 
nieokreślo
ny","Memetica sp. 
z o.o. 
 
 
Platforma 
Obywatelska RP","Szymon 
Wawrzkiewicz 
Andrzej 
Prokesz 
Robert Kempa","uwierzytelnie
nie profilu w 
portalu 
społecznościo
wym","dodatkowa 
usługa:  
514,99",negocjacje,-,100,100
476,-,"07-05-
2025",Warszawa,"07-05-
2025","30-05-
2025","Powerplant 
Aleksandra 
Jaworska-Surma 
Platforma 
Obywatelska RP","Aleksandra 
Jaworska-
Surma 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","42435,00",negocjacje,-,100,100
477,-,"13-05-
2025",Warszawa,"13-05-
2025","31-05-
2025","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","badanie 
abonamentow
e","3013,50",negocjacje,-,100,100
478,-,"20-05-
2025",Sławno,"01-06-
2025","czas 
nieokreślo
ny","„Społem” 
Powszechna 
Spółdzielnia 
Spożywców 
 
Platforma 
Obywatelska","Maciej 
Lesków 
Katarzyna 
Kościuk 
 
Robert Kempa",najem biura,"492,00 
miesięcznie",negocjacje,-,101,101
479,"Aneks do 
umowy z 
dnia 
01.02.2024","23-05-
2025",Stargard,"01-02-
2024;  
01-06-
2025 
(aneks-
zmiana 
stawki 
czynszu)","czas 
nieokreślo
ny","Stargardzka 
Agencja 
Rozwoju 
Lokalnego 
Platforma 
Obywatelska RP","Wojciech 
Stasiak 
 
Robert Kempa",najem biura,"1845,00 
miesięcznie",negocjacje,-,101,101
480,-,"02-06-
2025",Warszawa,"02-06-
2025","do końca 
sprawowan
ia 
mandatu; 
inne 
przypadki 
wskazane 
w umowie","Poseł na Sejm 
RP  
Barbara 
Grygorcewicz  
Platforma 
Obywatelska RP","Poseł na Sejm 
RP  
Barbara 
Grygorcewicz 
 
 
 
Robert Kempa","umowa 
użyczenia 
lokalu, 1 
dzień w 
tygodniu","art. 24 ust. 5 
upp",negocjacje,-,101,101
481,-,"02-06-
2025",Warszawa,"02-06-
2025","do końca 
sprawowan
ia 
mandatu; 
inne 
przypadki 
wskazane 
w umowie","Senator RP 
Stanisław 
Gawłowski 
Platforma 
Obywatelska RP","Senator RP 
Stanisław 
Gawłowski 
Robert Kempa","umowa 
użyczenia 
lokalu, 1 
dzień w 
tygodniu","art. 24 ust. 5 
upp",negocjacje,-,101,101
482,-,"04-06-
2025",Warszawa,"04-06-
2025","30-06-
2025","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","30135,00",negocjacje,-,101,101
483,-,"13-06-
2025",Warszawa,"13-06-
2025","30-06-
2025","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","badanie 
abonamentow
e","4305,00",negocjacje,-,102,102
484,-,"17-06-
2025",Warszawa,"17-06-
2025","30-06-
2025","Opinia24 Sp. 
z o.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","81180,00",negocjacje,-,102,102
485,"500169828
83","17-06-
2025",Warszawa,"01-07-
2025","30-06-
2026","Generali T.U. 
S.A.  
  
Platforma 
Obywatelska RP","Agnieszka 
Kądziela 
Robert Kempa",polisa-lokal,"755,00",negocjacje,-,102,102
